Team name,Season,Matches played,Wins,Losses,Goals,Goals per match,Shots,Shots on target,Shooting accuracy %,Penalties scored,Big Chances Created,Hit woodwork,Passes,Passes per match,Pass accuracy %,Crosses,Cross accuracy %,Clean sheets,Goals Conceded,Goals conceded per match,Saves,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Aerial Battles/Duels Won,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Offsides
Tottenham Hotspur,1992/93,42,16,15,60,1.43,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,66,1.57,0,0,0%,0,0,0,0,0,0,3,39,1,0,0
Manchester United,2023/24,25,14,9,35,1.40,363,119,33%,2,40,6,"11,882",475.28,83%,450,21%,7,34,1.36,90,440,60%,118,194,541,273,"1,463",1,1,61,1,196,67
Manchester United,2022/23,38,23,9,58,1.53,593,215,36%,3,84,20,"19,086",502.26,82%,517,23%,17,43,1.13,101,658,61%,166,352,734,399,"2,206",4,1,78,2,237,80
Manchester United,2021/22,38,16,12,57,1.50,508,187,37%,3,66,13,"19,035",500.92,83%,659,23%,8,57,1.50,128,585,61%,144,340,673,375,"2,386",4,3,75,2,247,88
Manchester United,2020/21,38,21,6,73,1.92,526,213,40%,10,68,10,"20,996",552.53,85%,639,24%,13,44,1.16,100,551,56%,151,386,595,320,"2,465",6,2,64,1,256,76
Manchester United,2019/20,38,18,8,66,1.74,544,216,40%,10,55,15,"20,059",527.87,84%,635,20%,13,36,0.95,96,580,57%,128,379,627,327,"2,582",7,1,73,0,243,56
Manchester United,2018/19,39,19,10,65,1.67,526,225,43%,9,65,9,"19,202",492.36,82%,638,20%,7,54,1.38,122,581,60%,130,355,785,370,"2,683",8,3,73,4,221,90
Manchester United,2017/18,38,25,7,68,1.79,512,178,35%,1,60,16,"20,064",528.00,84%,753,20%,19,28,0.74,118,564,65%,168,481,853,436,"2,699",4,2,64,1,237,88
Manchester United,2016/17,38,18,5,54,1.42,591,210,36%,3,60,19,"20,247",532.82,84%,848,24%,17,29,0.76,85,690,71%,154,581,"1,110",571,"2,767",3,1,78,2,268,99
Manchester United,2015/16,38,19,10,49,1.29,430,144,33%,3,44,9,"20,070",528.16,82%,786,19%,18,35,0.92,90,760,76%,137,594,755,321,"2,482",2,2,65,1,261,75
Manchester United,2014/15,38,20,8,62,1.63,512,180,35%,3,54,11,"21,311",560.82,85%,908,22%,11,37,0.97,100,739,74%,144,679,"1,118",638,"2,689",3,1,64,5,241,87
Manchester United,2013/14,38,19,12,64,1.68,526,183,35%,5,53,16,"18,910",497.63,84%,"1,000",21%,13,43,1.13,103,676,75%,130,595,"1,382",856,"2,597",7,1,66,3,130,97
Manchester United,2012/13,38,28,5,86,2.26,561,213,38%,4,89,24,"19,709",518.66,86%,962,22%,13,43,1.13,7,731,77%,127,514,"1,319",473,"2,477",7,4,57,1,0,96
Manchester United,2011/12,38,28,5,89,2.34,646,243,38%,9,85,17,"20,193",531.39,85%,"1,018",22%,20,33,0.87,6,803,75%,176,574,"1,165",424,"2,151",6,2,51,1,0,89
Manchester United,2010/11,38,23,4,78,2.05,618,212,34%,3,71,15,"18,870",496.58,81%,"1,005",24%,15,37,0.97,0,693,76%,156,646,"1,053",311,"2,353",3,1,56,3,0,102
Manchester United,2009/10,38,27,7,86,2.26,695,221,32%,6,0,12,"19,339",508.92,80%,"1,156",25%,19,28,0.74,6,828,76%,180,602,983,280,"2,608",3,0,49,4,0,85
Manchester United,2008/09,38,28,4,68,1.79,715,230,32%,4,0,9,"19,444",511.68,83%,"1,039",23%,24,24,0.63,7,741,69%,218,640,"1,322",378,"2,403",6,1,61,5,0,99
Manchester United,2007/08,38,27,5,80,2.11,696,260,37%,6,0,16,"17,422",458.47,81%,936,25%,21,22,0.58,4,978,76%,149,446,"2,022",603,"2,578",2,0,51,2,0,100
Manchester United,2006/07,38,28,5,83,2.18,698,256,37%,5,0,21,"18,723",492.71,80%,918,25%,16,27,0.71,2,890,76%,146,254,"1,222",0,"2,303",0,1,60,1,0,80
Manchester United,2005/06,38,25,5,72,1.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,18,34,0.89,0,0,0%,0,0,0,0,0,0,0,58,2,0,0
Manchester United,2004/05,38,22,5,58,1.53,0,0,0%,0,0,0,0,0.00,0%,0,0%,19,26,0.68,0,0,0%,0,0,0,0,0,0,2,46,5,0,0
Manchester United,2003/04,38,23,9,64,1.68,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,35,0.92,0,0,0%,0,0,0,0,0,0,3,42,3,0,0
Manchester United,2002/03,38,25,5,74,1.95,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,34,0.89,0,0,0%,0,0,0,0,0,0,1,46,1,0,0
Manchester United,2001/02,38,24,9,87,2.29,9,2,22%,0,0,0,516,13.58,79%,22,18%,13,45,1.18,3,25,60%,5,6,14,5,100,0,2,54,1,15,1
Manchester United,2000/01,38,24,6,79,2.08,0,0,0%,0,0,0,0,0.00,0%,0,0%,17,31,0.82,0,0,0%,0,0,0,0,0,0,1,44,3,0,0
Manchester United,1999/00,38,28,3,97,2.55,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,45,1.18,0,0,0%,0,0,0,0,0,0,4,42,4,0,0
Manchester United,1998/99,38,22,3,80,2.11,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,37,0.97,0,0,0%,0,0,0,0,0,0,0,59,3,0,0
Manchester United,1997/98,38,23,7,73,1.92,13,6,46%,0,1,0,526,13.84,75%,16,31%,20,26,0.68,5,23,70%,2,7,18,11,94,0,1,61,2,7,6
Manchester United,1996/97,38,21,5,76,2.00,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,44,1.16,0,0,0%,0,0,0,0,0,0,1,57,1,0,0
Manchester United,1995/96,38,25,6,73,1.92,0,0,0%,0,0,0,0,0.00,0%,0,0%,18,35,0.92,0,0,0%,0,0,0,0,0,0,2,50,3,0,0
Manchester United,1994/95,42,26,6,77,1.83,0,0,0%,0,0,0,0,0.00,0%,0,0%,24,28,0.67,0,0,0%,0,0,0,0,0,0,1,60,3,0,0
Manchester United,1993/94,42,27,4,80,1.90,0,0,0%,0,0,0,0,0.00,0%,0,0%,17,38,0.90,0,0,0%,0,0,0,0,0,0,1,29,2,0,0
Manchester United,1992/93,42,24,6,67,1.60,2,2,100%,0,0,0,2,0.05,100%,0,0%,18,31,0.74,0,0,0%,0,0,0,0,0,0,0,30,0,0,0
Brighton and Hove Albion,2023/24,25,10,7,48,1.92,371,153,41%,5,52,8,"16,172",646.88,89%,415,27%,3,40,1.60,68,407,59%,103,198,367,177,"1,443",7,2,63,2,200,57
Brighton and Hove Albion,2022/23,38,18,12,72,1.89,613,232,38%,6,79,16,"21,280",560.00,86%,694,24%,12,53,1.39,85,616,55%,164,303,412,206,"2,258",4,6,59,0,250,70
Brighton and Hove Albion,2021/22,38,12,11,42,1.11,489,152,31%,4,49,12,"18,835",495.66,82%,728,26%,11,44,1.16,104,668,60%,140,358,684,358,"2,482",1,1,73,2,223,53
Brighton and Hove Albion,2020/21,38,9,15,40,1.05,487,143,29%,6,46,17,"18,185",478.55,81%,686,24%,12,46,1.21,82,628,53%,156,425,560,301,"2,404",3,2,46,6,228,52
Brighton and Hove Albion,2019/20,38,9,15,39,1.03,462,143,31%,1,48,8,"18,188",478.63,81%,689,22%,9,54,1.42,117,641,59%,129,419,704,361,"2,701",3,3,57,2,236,71
Brighton and Hove Albion,2018/19,38,9,20,35,0.92,371,108,29%,5,34,6,"14,109",371.29,75%,636,29%,7,60,1.58,111,681,58%,89,463,921,499,"2,914",5,0,60,4,235,90
Brighton and Hove Albion,2017/18,38,9,16,34,0.89,384,119,31%,5,39,8,"14,675",386.18,75%,680,21%,10,54,1.42,124,599,63%,99,449,"1,085",625,"2,784",4,5,54,2,215,98
Newcastle United,2023/24,25,11,10,53,2.12,350,134,38%,5,60,9,"12,336",493.44,84%,408,27%,7,41,1.64,92,433,60%,92,178,435,217,"1,575",5,0,58,0,188,38
Newcastle United,2022/23,38,19,5,68,1.79,571,197,35%,6,80,26,"16,052",422.42,80%,740,29%,14,33,0.87,97,607,59%,169,333,646,316,"2,469",3,2,62,2,217,71
Newcastle United,2021/22,38,13,15,44,1.16,449,149,33%,3,34,7,"12,503",329.03,75%,592,25%,8,62,1.63,107,659,58%,121,360,743,394,"2,736",5,2,79,2,190,71
Newcastle United,2020/21,38,12,17,46,1.21,397,142,36%,6,42,13,"13,116",345.16,76%,652,24%,7,62,1.63,133,512,52%,113,362,876,421,"2,565",4,3,61,3,207,60
Newcastle United,2019/20,38,11,16,38,1.00,399,133,33%,0,44,11,"13,066",343.84,75%,591,22%,11,58,1.53,140,603,59%,117,391,934,478,"2,911",14,2,66,3,209,75
Newcastle United,2018/19,38,12,17,42,1.11,446,142,32%,1,39,14,"13,490",355.00,73%,711,24%,11,48,1.26,95,714,61%,118,506,"1,120",564,"2,875",5,1,57,2,266,59
Newcastle United,2017/18,38,12,18,39,1.03,451,149,33%,0,48,12,"14,028",369.16,72%,616,22%,9,47,1.24,105,644,66%,124,441,"1,125",594,"3,104",5,3,52,2,245,63
Newcastle United,2015/16,38,9,19,44,1.16,397,151,38%,3,35,6,"15,118",397.84,77%,775,23%,8,65,1.71,115,793,77%,100,646,939,406,"2,565",6,2,60,5,214,59
Newcastle United,2014/15,38,10,19,40,1.05,468,143,31%,1,38,6,"15,019",395.24,77%,864,19%,8,63,1.66,98,824,77%,132,639,"1,020",569,"3,033",12,1,65,7,243,38
Newcastle United,2013/14,38,15,19,43,1.13,579,182,31%,2,48,14,"16,102",423.74,80%,787,21%,10,59,1.55,108,736,74%,148,601,"1,110",596,"3,008",4,1,53,6,134,78
Newcastle United,2012/13,38,11,19,45,1.18,533,174,33%,4,45,12,"14,604",384.32,80%,941,23%,6,68,1.79,6,732,73%,129,478,"1,584",431,"2,856",11,1,71,4,0,84
Newcastle United,2011/12,38,19,11,56,1.47,489,154,31%,2,35,19,"14,638",385.21,77%,730,23%,15,51,1.34,1,744,74%,134,621,987,252,"2,245",6,0,67,2,0,97
Newcastle United,2010/11,38,11,14,56,1.47,507,168,33%,5,68,10,"14,204",373.79,76%,"1,022",24%,9,57,1.50,3,666,75%,126,608,"1,025",278,"2,664",9,2,78,2,0,82
Newcastle United,2008/09,38,7,18,40,1.05,444,125,28%,4,0,12,"14,172",372.95,74%,895,21%,7,59,1.55,0,735,77%,132,591,"1,278",345,"2,455",4,2,57,8,0,73
Newcastle United,2007/08,38,11,17,45,1.18,481,153,32%,4,0,10,"13,947",367.03,73%,966,20%,8,65,1.71,7,876,76%,123,553,"1,823",479,"2,367",4,1,63,1,0,102
Newcastle United,2006/07,38,11,17,38,1.00,454,140,31%,5,0,11,"14,628",384.95,72%,793,21%,7,47,1.24,5,965,78%,106,361,"1,004",0,"2,415",0,2,65,1,0,102
Newcastle United,2005/06,38,17,14,47,1.24,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,42,1.11,0,0,0%,0,0,0,0,0,0,2,65,6,0,0
Newcastle United,2004/05,38,10,14,47,1.24,0,0,0%,0,0,0,0,0.00,0%,0,0%,6,57,1.50,0,0,0%,0,0,0,0,0,0,2,58,5,0,0
Newcastle United,2003/04,38,13,8,52,1.37,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,40,1.05,0,0,0%,0,0,0,0,0,0,2,45,3,0,0
Newcastle United,2002/03,38,21,11,63,1.66,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,48,1.26,0,0,0%,0,0,0,0,0,0,2,46,3,0,0
Newcastle United,2001/02,38,21,9,74,1.95,1,1,100%,0,0,0,0,0.00,0%,0,0%,9,52,1.37,0,0,0%,0,0,0,0,0,0,1,51,2,0,0
Newcastle United,2000/01,38,14,15,44,1.16,0,0,0%,0,0,0,0,0.00,0%,0,0%,7,50,1.32,0,0,0%,0,0,0,0,0,0,0,50,5,0,0
Newcastle United,1999/00,38,14,14,63,1.66,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,54,1.42,0,0,0%,0,0,0,0,0,0,0,49,3,0,0
Newcastle United,1998/99,38,11,14,48,1.26,0,0,0%,0,0,0,0,0.00,0%,0,0%,7,54,1.42,0,0,0%,0,0,0,0,0,0,1,50,4,0,0
Newcastle United,1997/98,38,11,16,35,0.92,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,44,1.16,0,0,0%,0,0,0,0,0,0,2,60,3,0,0
Newcastle United,1996/97,38,19,8,73,1.92,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,40,1.05,0,0,0%,0,0,0,0,0,0,0,58,2,0,0
Newcastle United,1995/96,38,24,8,66,1.74,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,37,0.97,0,0,0%,0,0,0,0,0,0,1,44,1,0,0
Newcastle United,1994/95,42,20,10,67,1.60,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,47,1.12,0,0,0%,0,0,0,0,0,0,0,42,4,0,0
Newcastle United,1993/94,42,23,11,82,1.95,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,41,0.98,0,0,0%,0,0,0,0,0,0,0,22,1,0,0
West Ham United,2023/24,25,10,9,36,1.44,284,97,34%,3,36,7,"9,856",394.24,79%,428,23%,5,44,1.76,100,448,65%,79,238,578,274,"1,663",2,1,56,3,202,45
West Ham United,2022/23,38,11,20,42,1.11,474,145,31%,6,42,16,"14,638",385.21,78%,768,21%,9,55,1.45,117,608,55%,142,408,779,403,"2,416",5,1,44,0,195,62
West Ham United,2021/22,38,16,14,60,1.58,449,157,35%,4,52,10,"16,579",436.29,81%,802,20%,8,51,1.34,116,534,56%,128,374,755,409,"2,395",1,2,47,3,175,59
West Ham United,2020/21,38,19,11,62,1.63,468,165,35%,2,60,23,"15,152",398.74,78%,775,24%,11,47,1.24,109,514,54%,116,437,729,416,"2,661",3,5,48,3,221,74
West Ham United,2019/20,38,10,19,49,1.29,417,163,39%,4,54,10,"15,101",397.39,76%,737,24%,7,62,1.63,129,696,60%,94,421,752,380,"3,162",10,3,62,2,220,66
West Ham United,2018/19,38,15,16,52,1.37,441,157,36%,5,48,13,"16,358",430.47,79%,630,24%,7,55,1.45,148,723,54%,114,457,855,397,"2,781",5,2,59,1,182,72
West Ham United,2017/18,38,10,16,48,1.26,372,133,36%,2,35,14,"14,369",378.13,76%,732,20%,10,68,1.79,122,621,66%,95,482,"1,007",560,"2,990",9,1,73,2,197,97
West Ham United,2016/17,38,12,17,47,1.24,499,138,28%,3,34,14,"15,134",398.26,78%,752,25%,10,64,1.68,117,575,74%,146,611,"1,071",608,"2,872",12,0,78,5,217,74
West Ham United,2015/16,38,16,8,65,1.71,558,185,33%,4,49,19,"15,031",395.55,78%,805,27%,11,51,1.34,111,711,74%,138,668,"1,003",498,"2,878",14,2,58,5,200,82
West Ham United,2014/15,38,12,15,44,1.16,488,152,31%,1,43,13,"13,568",357.05,75%,968,22%,9,47,1.24,133,647,74%,141,505,"1,474",835,"3,036",6,2,64,2,220,91
West Ham United,2013/14,38,11,20,40,1.05,422,122,29%,2,39,11,"12,380",325.79,74%,951,26%,14,51,1.34,151,651,76%,96,404,"1,401",819,"2,875",6,1,62,5,130,76
West Ham United,2012/13,38,12,16,45,1.18,492,158,32%,4,39,9,"12,611",331.87,74%,"1,014",27%,11,53,1.39,19,728,75%,132,459,"1,520",431,"2,890",4,1,74,1,0,82
West Ham United,2010/11,38,7,19,43,1.13,572,174,30%,5,46,18,"13,367",351.76,76%,814,24%,5,70,1.84,0,783,75%,153,583,"1,353",386,"2,637",8,2,59,1,0,120
West Ham United,2009/10,38,8,19,47,1.24,549,191,35%,7,0,12,"14,630",385.00,76%,689,22%,8,66,1.74,6,830,74%,124,755,"1,623",442,"2,777",8,3,62,3,0,92
West Ham United,2008/09,38,14,15,42,1.11,515,167,32%,1,0,12,"15,356",404.11,79%,720,26%,10,45,1.18,17,896,76%,139,606,"1,601",418,"2,412",3,2,66,4,0,130
West Ham United,2007/08,38,13,15,42,1.11,500,154,31%,2,0,15,"13,773",362.45,74%,910,25%,8,50,1.32,1,848,75%,116,444,"1,952",531,"2,307",4,1,63,1,0,117
West Ham United,2006/07,38,12,21,35,0.92,461,134,29%,1,0,8,"13,189",347.08,71%,849,22%,9,59,1.55,6,860,79%,119,233,"1,232",0,"2,249",0,2,85,2,0,92
West Ham United,2005/06,38,16,15,52,1.37,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,55,1.45,0,0,0%,0,0,0,0,0,0,0,50,2,0,0
West Ham United,2002/03,38,10,16,42,1.11,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,59,1.55,0,0,0%,0,0,0,0,0,0,1,66,5,0,0
West Ham United,2001/02,38,15,15,48,1.26,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,57,1.50,0,0,0%,0,0,0,0,0,0,2,66,3,0,0
West Ham United,2000/01,38,10,16,45,1.18,0,0,0%,0,0,0,0,0.00,0%,0,0%,8,50,1.32,0,0,0%,0,0,0,0,0,0,4,69,2,0,0
West Ham United,1999/00,38,15,13,52,1.37,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,53,1.39,0,0,0%,0,0,0,0,0,0,1,70,8,0,0
West Ham United,1998/99,38,16,13,46,1.21,0,0,0%,0,0,0,0,0.00,0%,0,0%,16,53,1.39,0,0,0%,0,0,0,0,0,0,1,81,5,0,0
West Ham United,1997/98,38,16,14,56,1.47,0,0,0%,0,0,0,0,0.00,0%,0,0%,8,57,1.50,0,0,0%,0,0,0,0,0,0,2,60,5,0,0
West Ham United,1996/97,38,10,16,39,1.03,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,48,1.26,0,0,0%,0,0,0,0,0,0,1,66,2,0,0
West Ham United,1995/96,38,14,15,43,1.13,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,52,1.37,0,0,0%,0,0,0,0,0,0,1,36,4,0,0
West Ham United,1994/95,42,13,18,44,1.05,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,48,1.14,0,0,0%,0,0,0,0,0,0,1,62,3,0,0
West Ham United,1993/94,42,13,16,47,1.12,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,58,1.38,0,0,0%,0,0,0,0,0,0,2,24,1,0,0
Chelsea,2023/24,25,10,10,42,1.68,328,123,38%,7,55,10,"14,343",573.72,87%,382,19%,5,41,1.64,90,442,57%,87,195,478,238,"1,581",3,1,78,3,238,65
Chelsea,2022/23,38,11,16,38,1.00,484,159,33%,3,57,15,"21,149",556.55,86%,693,22%,10,47,1.24,116,740,60%,146,341,628,312,"2,574",7,3,77,3,227,74
Chelsea,2021/22,38,21,6,76,2.00,592,211,36%,8,73,17,"23,179",609.97,87%,745,21%,16,33,0.87,84,621,56%,176,347,616,298,"2,456",6,1,63,1,240,69
Chelsea,2020/21,38,19,9,58,1.53,556,210,38%,8,63,17,"24,070",633.42,87%,749,25%,18,36,0.95,73,612,56%,152,382,614,340,"2,479",8,1,50,3,237,79
Chelsea,2019/20,38,20,12,69,1.82,625,223,36%,7,75,14,"23,245",611.71,85%,862,25%,9,54,1.42,65,638,57%,178,459,586,296,"2,894",3,3,60,0,220,63
Chelsea,2018/19,38,21,8,63,1.66,607,198,33%,5,81,21,"25,070",659.74,88%,692,19%,16,39,1.03,85,618,59%,199,351,593,330,"2,548",3,0,49,0,169,83
Chelsea,2017/18,38,21,10,62,1.63,606,220,36%,3,60,11,"21,264",559.58,84%,755,21%,16,38,1.00,83,636,67%,173,423,768,419,"2,771",5,2,42,4,195,108
Chelsea,2016/17,38,30,5,85,2.24,580,204,35%,2,48,17,"20,125",529.61,84%,688,19%,16,33,0.87,69,652,71%,156,510,839,484,"2,682",5,1,72,0,198,64
Chelsea,2015/16,38,12,12,59,1.55,526,173,33%,4,47,4,"19,664",517.47,82%,732,19%,9,53,1.39,122,790,76%,157,518,790,328,"2,793",9,2,58,5,238,90
Chelsea,2014/15,38,26,3,73,1.92,564,210,37%,4,66,15,"20,268",533.37,83%,682,22%,17,32,0.84,90,759,81%,148,376,"1,027",611,"3,075",3,1,73,4,217,75
Chelsea,2013/14,38,25,6,71,1.87,692,229,33%,5,50,19,"18,281",481.08,83%,809,25%,18,27,0.71,96,733,77%,181,380,"1,141",740,"3,055",4,2,57,3,129,106
Chelsea,2012/13,38,22,7,75,1.97,626,212,34%,9,56,7,"18,452",485.58,83%,863,20%,14,39,1.03,15,710,76%,184,504,981,341,"2,469",3,2,51,3,0,80
Chelsea,2011/12,38,18,10,65,1.71,671,224,33%,4,50,20,"18,766",493.84,85%,972,24%,10,46,1.21,1,698,78%,158,637,881,241,"2,034",11,1,74,4,0,70
Chelsea,2010/11,38,21,9,69,1.82,745,244,33%,6,86,21,"19,236",506.21,84%,995,25%,15,33,0.87,0,769,74%,182,616,762,258,"2,551",6,1,59,1,0,113
Chelsea,2009/10,38,27,6,103,2.71,834,288,35%,11,0,13,"18,869",496.55,83%,"1,083",26%,18,32,0.84,1,772,73%,207,705,"1,055",293,"2,448",7,1,54,5,0,96
Chelsea,2008/09,38,25,5,68,1.79,797,248,31%,2,0,17,"19,940",524.74,84%,938,25%,22,24,0.63,7,773,75%,232,504,"1,069",281,"2,473",4,1,50,3,0,114
Chelsea,2007/08,38,25,3,65,1.71,605,199,33%,7,0,12,"17,252",454.00,81%,945,21%,21,26,0.68,8,917,76%,150,506,"1,687",465,"2,586",4,0,63,5,0,128
Chelsea,2006/07,38,24,3,64,1.68,636,216,34%,3,0,14,"16,769",441.29,80%,897,25%,22,24,0.63,5,982,78%,140,292,"1,206",0,"2,429",0,1,62,4,0,127
Chelsea,2005/06,38,29,5,72,1.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,20,22,0.58,0,0,0%,0,0,0,0,0,0,0,63,5,0,0
Chelsea,2004/05,38,29,1,72,1.89,0,0,0%,0,0,0,0,0.00,0%,0,0%,25,15,0.39,0,0,0%,0,0,0,0,0,0,1,53,0,0,0
Chelsea,2003/04,38,24,7,67,1.76,0,0,0%,0,0,0,0,0.00,0%,0,0%,21,30,0.79,0,0,0%,0,0,0,0,0,0,1,45,3,0,0
Chelsea,2002/03,38,19,9,68,1.79,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,38,1.00,0,0,0%,0,0,0,0,0,0,3,64,1,0,0
Chelsea,2001/02,38,17,8,66,1.74,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,38,1.00,0,0,0%,0,0,0,0,0,0,0,69,3,0,0
Chelsea,2000/01,38,17,11,68,1.79,0,0,0%,0,0,0,0,0.00,0%,0,0%,10,45,1.18,0,0,0%,0,0,0,0,0,0,0,76,2,0,0
Chelsea,1999/00,38,18,9,53,1.39,0,0,0%,0,0,0,0,0.00,0%,0,0%,17,34,0.89,0,0,0%,0,0,0,0,0,0,0,59,4,0,0
Chelsea,1998/99,38,20,3,57,1.50,0,0,0%,0,0,0,0,0.00,0%,0,0%,15,30,0.79,0,0,0%,0,0,0,0,0,0,1,86,4,0,0
Chelsea,1997/98,38,20,15,71,1.87,0,0,0%,0,0,0,0,0.00,0%,0,0%,14,43,1.13,0,0,0%,0,0,0,0,0,0,1,66,3,0,0
Chelsea,1996/97,38,16,11,58,1.53,0,0,0%,0,0,0,0,0.00,0%,0,0%,9,55,1.45,0,0,0%,0,0,0,0,0,0,4,81,2,0,0
Chelsea,1995/96,38,12,12,46,1.21,0,0,0%,0,0,0,0,0.00,0%,0,0%,12,44,1.16,0,0,0%,0,0,0,0,0,0,2,67,3,0,0
Chelsea,1994/95,42,13,14,50,1.19,0,0,0%,0,0,0,0,0.00,0%,0,0%,13,55,1.31,0,0,0%,0,0,0,0,0,0,3,60,3,0,0
Chelsea,1993/94,42,13,17,49,1.17,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,53,1.26,0,0,0%,0,0,0,0,0,0,1,29,2,0,0
Chelsea,1992/93,42,14,14,51,1.21,0,0,0%,0,0,0,0,0.00,0%,0,0%,11,54,1.29,0,0,0%,0,0,0,0,0,0,2,45,2,0,0
Wolverhampton Wanderers,2023/24,25,10,10,39,1.56,297,112,38%,3,39,10,"11,071",442.84,81%,397,25%,4,40,1.60,78,481,59%,79,208,537,271,"1,648",2,1,63,3,218,49
Wolverhampton Wanderers,2022/23,38,11,19,31,0.82,412,126,31%,3,28,6,"16,712",439.79,81%,661,24%,11,58,1.53,119,661,56%,115,279,780,420,"2,358",6,1,84,6,244,62
Wolverhampton Wanderers,2021/22,38,15,17,38,1.00,402,136,34%,1,41,12,"17,517",460.97,81%,587,23%,11,43,1.13,125,673,56%,108,389,771,390,"2,384",5,1,59,3,215,61
Wolverhampton Wanderers,2020/21,38,12,17,36,0.95,463,154,33%,4,28,16,"17,522",461.11,83%,775,22%,10,52,1.37,103,588,57%,130,432,675,389,"2,596",7,3,53,1,228,38
Wolverhampton Wanderers,2019/20,38,15,9,52,1.37,461,148,32%,4,57,10,"16,764",441.16,79%,718,25%,13,40,1.05,91,646,57%,136,437,652,358,"3,077",6,1,57,2,212,49
Wolverhampton Wanderers,2018/19,38,16,13,47,1.24,477,152,32%,4,65,14,"16,618",437.32,78%,622,25%,9,46,1.21,100,720,57%,118,501,824,464,"2,998",3,4,72,1,223,73
Wolverhampton Wanderers,2011/12,38,5,23,40,1.05,473,152,32%,3,33,10,"14,860",391.05,76%,999,26%,4,82,2.16,9,619,75%,128,598,"1,178",263,"1,990",10,2,64,4,0,82
Wolverhampton Wanderers,2010/11,38,11,20,46,1.21,459,139,30%,3,38,14,"14,823",390.08,72%,"1,104",21%,5,66,1.74,0,677,71%,132,520,"1,205",326,"2,407",7,2,62,2,0,93
Wolverhampton Wanderers,2009/10,38,9,18,32,0.84,436,119,27%,2,0,8,"13,037",343.08,68%,940,25%,8,56,1.47,7,705,78%,123,537,"1,618",428,"2,397",5,3,63,4,0,65
Wolverhampton Wanderers,2003/04,38,7,19,38,1.00,0,0,0%,0,0,0,0,0.00,0%,0,0%,7,77,2.03,0,0,0%,0,0,0,0,0,0,1,66,2,0,0
Fulham,2023/24,25,8,12,34,1.36,306,111,36%,2,32,9,"12,504",500.16,83%,461,23%,6,41,1.64,87,428,57%,81,285,476,229,"1,525",6,3,55,3,177,43
Fulham,2022/23,38,15,16,55,1.45,429,149,35%,5,40,15,"16,197",426.24,80%,769,26%,9,53,1.39,146,626,56%,116,340,714,377,"2,328",5,2,80,1,225,60
Fulham,2020/21,38,5,20,27,0.71,442,136,31%,3,35,12,"17,796",468.32,81%,710,23%,9,55,1.45,120,601,55%,118,437,751,381,"2,780",4,1,67,3,260,43
Fulham,2018/19,38,7,26,34,0.89,454,146,32%,2,48,13,"17,699",465.76,80%,611,23%,5,81,2.13,147,591,61%,116,433,971,443,"2,781",12,2,68,2,209,90
Fulham,2013/14,38,9,24,40,1.05,431,149,35%,2,48,11,"14,689",386.55,79%,708,21%,5,85,2.24,154,702,78%,97,499,"1,351",779,"2,665",9,5,58,1,122,86
Fulham,2012/13,38,11,17,50,1.32,460,160,35%,6,39,19,"16,957",446.24,82%,733,21%,8,60,1.58,5,680,79%,115,745,"1,274",367,"2,490",9,0,48,3,0,74
Fulham,2011/12,38,14,14,48,1.26,541,195,36%,3,46,24,"17,669",464.97,82%,649,22%,11,51,1.34,0,669,77%,150,644,"1,005",257,"2,060",7,2,54,0,0,85
Fulham,2010/11,38,11,11,49,1.29,547,172,31%,2,49,10,"16,345",430.13,76%,865,24%,14,43,1.13,0,799,74%,146,668,"1,513",467,"2,676",9,5,52,1,0,100
Fulham,2009/10,38,12,16,39,1.03,463,144,31%,4,0,7,"16,513",434.55,74%,727,25%,12,46,1.21,11,745,74%,136,752,"1,459",399,"2,522",1,5,46,1,0,92
